economy,time,Renewable energy consumption,Fossil fuel energy consumption,CO2 intensity,CO2 emissions (metric tons per capita),Other greenhouse gas emissions,HFC gas emissions,Methane emissions,Nitrous oxide emissions,PFC gas emissions,SF6 gas emissions,"Droughts, floods, extreme temperatures",Natural gas rents (% of GDP),GDP per capita (current US$),Mortality rate due to AP,Poverty gap at $3.20 a day,Multidimensional poverty headcount ratio
CHN,YR1975,,64.4358141733754,2.36995589513117,1.25012409495905,76104.1741874999,,854612.0,166425.05,,,,0.0747170155250232,178.341819608096,,,
CHN,YR1976,,65.0788589397339,2.39267236549856,1.28528313553995,81628.7982499998,,861785.0,173203.82,,,,0.099163247690867,165.40554037242,,,
CHN,YR1977,,67.4793439025195,2.40612682554029,1.38884289658754,95375.7127125001,,871602.0,190822.36,,,,0.0980691669458024,185.422832913673,,,
CHN,YR1978,,69.6372321217815,2.47782381204809,1.52920110964112,101579.046025,,877210.0,209298.36,,,,0.138530995045363,156.396388520044,,,
CHN,YR1979,,69.6596060679882,2.49202954912523,1.5426750986837,98777.4861500001,,874356.0,222217.3,,,,0.263939618936589,183.983152215978,,,
CHN,YR1980,,69.0747294923113,2.45342194100935,1.49525074931082,110145.46915,,869136.0,237185.34,,,,0.292951860447514,194.804722186836,,,
CHN,YR1981,,68.3812488660607,2.44568343386552,1.46043181655825,107242.4045875,,861145.0,233575.7,,,,0.0899554789212866,197.071474499102,,,
CHN,YR1982,,68.8731857013966,2.58184096769319,1.56673968353113,113225.5649,,870542.0,241870.06,,,,0.0104227691998639,203.334919503464,,,
CHN,YR1983,,69.6064810089214,2.61943694292607,1.62905590778943,131289.14975,,890568.0,260209.66,,,,0.0472729779214973,225.431928890812,,,
CHN,YR1984,,71.163906074896,2.6885507374131,1.75044806018373,143288.366775,,908770.0,270793.99,,,,0.0544928472135575,250.713969046988,,,
CHN,YR1985,,71.5674810575362,2.84458699558173,1.87105479144466,146418.9444,,908613.0,263144.43,,,,0.0609058816922742,294.45884850496,,,
CHN,YR1986,,72.2246058893174,2.88946185581421,1.93943425697654,162281.626775,,925594.0,269658.77,,,,0.103237240931378,281.928120911563,,,
CHN,YR1987,,73.2357105644604,2.93540474248334,2.03841068876927,54638.4240250001,,940693.0,300178.58,,,,0.0801293176006763,251.811956961329,,,
CHN,YR1988,,74.2352166827206,2.98595213183608,2.1509052249848,205248.275525,,961551.0,316382.9,,,,0.0556209314106179,283.537695240524,,,
CHN,YR1989,,74.3173939465768,2.97338768690684,2.15307791087471,222342.6173125,,991542.0,324573.1,,,,0.0632132293229598,310.8819124049,,,
CHN,YR1990,34.083614045282,75.709160650649,2.49615935087306,1.91454256354691,-126304.703125,5970.1,730340.0,312810.0,4674.5,1708.6,,0.0991065884781182,317.884673040928,,47.1,
CHN,YR1991,33.2584735412724,74.8319675985941,2.71499296195575,2.00054745476981,-116741.6953125,,743070.0,319570.0,,,,0.0645888649668067,333.142145400184,,,
CHN,YR1992,32.9312779040239,75.4319836058588,2.75799280984575,2.07574443977098,-101474.109375,,751660.0,324780.0,,,,0.0429729305775853,366.460692306116,,,
CHN,YR1993,31.6777918019623,76.4687872871531,2.84629304868305,2.24324530735549,-200477.21875,,757560.0,315420.0,,,,0.0525022865566104,377.3898394789,,41.5,
CHN,YR1994,31.2494841669185,77.0450401308995,2.84138018115252,2.31902906023065,-234267.1015625,,773650.0,328610.0,,,,0.0525784546329687,473.492278719989,,,
CHN,YR1995,29.4721113943924,78.4278583846591,2.95369710889231,2.56036618514261,-233719.109375,,798450.0,370950.0,,,,0.0455613187907512,609.656679205465,,,
CHN,YR1996,30.5371754582264,78.9858756104578,2.85514794685287,2.51725185823991,-231666.515625,,823860.0,396540.0,,,,0.0541886082779071,709.413755088002,,31.7,
CHN,YR1997,30.1834816771978,78.9351141704471,2.9176304519282,2.54346279698392,-242443.3125,,791730.0,368670.0,,,,0.0534143275894724,781.744164343014,,,
CHN,YR1998,29.7399014806871,78.9940358838221,2.99357161218154,2.6024872477223,-210613.21875,,813830.0,377470.0,,,,0.0330637912788346,828.580479299572,,,
CHN,YR1999,30.506048980242,79.4000083961012,2.86145642313073,2.51385967503103,-226983.984375,,825690.0,393760.0,,,,0.0433981932286685,873.287061730612,,30.5,
CHN,YR2000,29.6030006408691,79.8413558376096,2.94607047045601,2.64847997655715,-256914.03125,38094.0,829610.0,386080.0,8034.4,10753.6,,0.0757542189568835,959.372483635864,,,
CHN,YR2001,28.3349990844727,80.1974022674318,2.98545980045174,2.77292919762551,-234498.5,,824170.0,388460.0,,,,0.0700125212641442,1053.10824300262,,,
CHN,YR2002,26.9783992767334,81.202125230752,3.02020306109456,2.97432833489535,-235030.59375,,819890.0,406210.0,,,,0.0628574662460765,1148.50829043887,,24.6,
CHN,YR2003,23.8414993286133,83.2297577410762,3.06269139201469,3.42541136293077,-266620.40625,,815910.0,407630.0,,,,0.0766612905275232,1288.64325183475,,,
CHN,YR2004,20.1608009338379,84.7964546509664,3.11623538453979,3.95180062882163,-262726.5,,829700.0,420330.0,,,,0.0959002130166717,1508.66809788453,,,
CHN,YR2005,17.4407997131348,85.8727359992899,3.2026272066031,4.46347375203265,-255787.5,146690.0,837670.0,428090.0,10562.8,29000.7,,0.106568529934939,1753.41782926104,,15.5,
CHN,YR2006,16.3850994110107,86.8283422182192,3.23793573483074,4.90603499565224,-317003.3125,,883360.0,439850.0,,,,0.118691786277377,2099.22943460734,,,
CHN,YR2007,14.8837003707886,87.4078573323802,3.25278427523013,5.30259468770037,-386950.0,,921560.0,448440.0,,,,0.116858539640195,2693.97006340427,,,
CHN,YR2008,14.1378002166748,87.2240518182102,3.24681518209229,5.43161049480808,-344264.0,152999.0,973580.0,464100.0,13500.6,44726.2,,0.130936937865754,3468.30460207977,,12.4,
CHN,YR2009,13.4319000244141,87.635694692845,3.25867916885475,5.79534426032481,-335582.0,,1018910.0,475600.0,,,7.95097147464036,0.126108403705282,3832.23643246922,,,
CHN,YR2010,12.2613000869751,88.2551986732039,3.23941926747374,6.33216591101925,-285418.0,183870.0,1063830.0,486770.0,8438.0,57054.0,,0.102171039231503,4550.45310775599,,9.7,
CHN,YR2011,11.3381996154785,88.8983629317114,3.30833235908697,6.89814763184601,-301112.0,,1106190.0,493000.0,,,,0.119321520195002,5614.35213522114,,7.4,
CHN,YR2012,11.5367002487183,88.4191622067537,3.27492519940008,7.03978762212097,-228593.0,,1151100.0,503970.0,,,,0.116005190115074,6300.61511825789,,6.2,
CHN,YR2013,11.5220003128052,88.2374925685652,3.30681161384248,7.28901734104046,-246268.0,,1178020.0,515990.0,,,,0.104510351717778,7020.33848453658,,2.8,
CHN,YR2014,12.0614004135132,87.6704307681854,3.24264414716579,7.21279139270771,-415197.0,,1206210.0,528020.0,,,,0.119906955939214,7636.11660125502,,2.1,
CHN,YR2015,12.2453002929688,,,7.12422274723523,-382872.0,,1237520.0,542900.0,,,,0.139074902108171,8016.43143498003,,1.4,
CHN,YR2016,12.5896997451782,,,7.07189848608219,-364711.4375,,1242150.0,546990.0,,,,0.0888152681104434,8094.36336675194,112.7,1.0,
CHN,YR2017,12.8635997772217,,,7.17494798437203,,,1239130.0,542100.0,,,,0.0990235519131263,8816.98690451989,,0.9,
CHN,YR2018,13.12380027771,,,7.35226268214092,,,1238630.0,538790.0,,,,0.171450952609351,9905.34200389253,,0.6,
CHN,YR2019,,,,,,,,,,,,0.13603806180302,10143.8381719921,,0.2,
CIV,YR1970,,,,0.478672773991733,100586.246236572,,7803.2,5585.425,,,,,285.273034325563,,,
CIV,YR1971,,33.2285777133267,1.10237645218581,0.507858994676973,98265.2216430664,,7554.85,5454.543,,,,,297.280360552613,,,
CIV,YR1972,,34.6001554657735,1.15707762732359,0.540577465026167,97173.5466943359,,7486.68,5431.045,,,,,331.670010106764,,,
CIV,YR1973,,34.6677913700076,1.19231869732598,0.549279784192897,104518.048771973,,8251.49,5826.326,,,,,429.412933747764,,,
CIV,YR1974,,34.9237228856261,1.26751436814854,0.581683614333242,83914.4757275391,,6276.09,4707.071,,,,,501.552678161048,,,
CIV,YR1975,,35.8368130160403,1.3478520560533,0.622183644243528,88891.3698571777,,6981.66,5034.896,,,,,607.235001739293,,,
CIV,YR1976,,38.4766222402736,1.24229276040335,0.590416608764827,90745.2947253418,,7352.1,5201.676,,,,,694.383247143566,,,
CIV,YR1977,,37.8404912048609,1.24660876600024,0.577201128812835,105108.713186035,,8838.9,6056.532,,,,,891.634602258471,,,
CIV,YR1978,,39.937900910503,1.38502412792803,0.655545803833846,90480.2901269531,,7428.51,5271.705,,,,,1074.86200816112,,,
CIV,YR1979,,37.1278739020849,1.54112844790107,0.705639410834893,97921.8089001465,,8231.33,5703.411,,,,,1189.56839662251,,,
CIV,YR1980,,34.4260643774903,1.7411970609303,0.774604003260286,119581.271154785,,10315.6,6919.2,,,,0.0,1266.62387688845,,,
CIV,YR1981,,30.9911821989658,1.25490311769843,0.532114782904156,101073.70947876,,8446.63,5855.838,,,,0.0,1004.63437278325,,,
CIV,YR1982,,28.3255915858329,1.72487433071435,0.69700265522235,115800.74579895,,9963.32,6678.764,,,,0.0,863.333432585532,,,
CIV,YR1983,,25.9179493175177,1.40080347877021,0.529302543264363,108260.914332275,,9256.79,6247.368,,,,0.0,747.756181947221,,,
CIV,YR1984,,26.2169070482774,1.53545330483524,0.567166797672596,107653.80017334,,9252.31,6227.063,,,,0.0,717.897667480131,,,
CIV,YR1985,,24.9455332092577,1.98167589750858,0.73870894367569,98518.7266772461,,8406.7,5713.207,,,,0.0,703.519515159779,,6.9,
CIV,YR1986,,30.3833553630095,1.45418018284591,0.578835148169234,99422.168248291,,8700.61,5796.69,,,,0.0,888.528580547471,,4.8,
CIV,YR1987,,29.8665979986123,1.83171200427268,0.718099644537935,103500.259177246,,9217.68,6023.083,,,,0.0,942.931007506008,,7.8,
CIV,YR1988,,28.3645175187179,2.14585254746266,0.825631425342099,96506.9759167481,,8672.97,5720.43,,,,0.0,924.327245161761,,11.3,
CIV,YR1989,,27.5891930357614,1.92890178931553,0.740894833475955,104238.026385498,,9642.07,6193.18,,,,0.0,848.289544332952,,,
CIV,YR1990,73.5823492352254,23.7043504917473,0.623688470600798,0.227256089016629,-148.38227844238,0.0,3960.0,2580.0,0.0,0.0,,0.0,905.322019526304,,,
CIV,YR1991,74.0156624648786,23.3214742172167,0.624164006139626,0.225684260116398,-127.697937011721,,9150.0,3010.0,,,,0.0,848.75311593867,,,
CIV,YR1992,74.5587406517621,27.5982179651252,0.568193356404308,0.216196336869171,-111.04856872559,,14320.0,3430.0,,,,0.0,870.480701711964,,19.9,
CIV,YR1993,75.1267212429772,28.5531693898587,0.586285823846463,0.223032002530509,-81.41552734375,,19350.0,3890.0,,,,0.0,832.28305872577,,,
CIV,YR1994,75.6065175045825,28.2452570806488,0.597286579260509,0.224965523487493,-80.8572692871094,,24580.0,4330.0,,,,0.0,605.26336693829,,,
CIV,YR1995,74.8826030239666,25.1500298604533,0.632521623120334,0.229581361204792,-174.394317626949,,24320.0,4170.0,,,,0.00257562455834053,774.671375725252,,19.0,
CIV,YR1996,74.0417289026024,32.0181531315067,0.670214195620323,0.264573264803403,-372.07708740234,,23730.0,3780.0,,,,0.0260638587335361,1232.25365555692,,,
CIV,YR1997,72.1351437379043,32.1080986462699,0.810890513529006,0.316575454603014,-346.292785644531,,23450.0,3710.0,,,,0.0464666303248727,1192.77946057089,,,
CIV,YR1998,73.4473042431981,30.8269193888098,0.819740296769748,0.309825768228387,-68.5664672851599,,23110.0,3520.0,,,,0.038666729529391,1258.52471003781,,22.5,
CIV,YR1999,61.9308464416233,40.8919780932146,0.952308015985109,0.417275505310345,87.6793212890589,,22750.0,3210.0,,,,0.107445294090981,1177.04079411995,,,
CIV,YR2000,63.717601776123,37.130149257688,0.932262238151028,0.38469345462015,206.571563720699,0.0,22500.0,3080.0,0.0,0.0,,0.29064141851335,1007.4673895039,,,
CIV,YR2001,64.727897644043,34.2983971532307,0.95864224405592,0.371446624989089,151.69964599609,,21380.0,3290.0,,,,0.356912347547444,997.478784301277,,,
CIV,YR2002,65.3227996826172,37.8487156284546,0.91407206784879,0.370251316495874,-118.080383300781,,20300.0,3610.0,,,,0.308875436404162,1047.75226537338,,22.0,
CIV,YR2003,70.3217010498047,32.5014405081501,0.780496262256444,0.292620070679963,187.652130126949,,18860.0,3470.0,,,,0.283521096294727,1207.51264780798,,,
CIV,YR2004,75.4001007080078,24.9305732993684,0.582857368994741,0.301605526348109,152.559600830078,,16800.0,2860.0,,,,0.281577788606389,1308.2878198271,,,
CIV,YR2005,77.9194030761719,25.3912567218617,0.604048748501444,0.316543402704283,171.923065185551,0.0,16200.0,3540.0,0.0,0.0,,0.331710337157203,1309.59165282851,,,
CIV,YR2006,74.7872009277344,21.4491642750928,0.595228340904081,0.300187993397357,90.4742126464807,,14670.0,3310.0,,,,0.441600320224256,1347.98882431013,,,
CIV,YR2007,76.3303985595703,24.2532852502159,0.545163773582385,0.289495990089326,270.665344238281,,13310.0,3430.0,,,,0.512518980577814,1500.16780515301,,,
CIV,YR2008,74.2099990844727,24.6166579573275,0.621560466643361,0.324397640507023,464.546020507809,0.0,11720.0,3160.0,0.0,0.0,,0.565050379267485,1738.19210063268,,25.4,
CIV,YR2009,73.5680999755859,22.7178036261412,0.632404491458274,0.295625731243706,548.968048095699,,10240.0,3050.0,,,0.000757403639121069,0.52740572421707,1689.3447616219,,,
CIV,YR2010,75.3377990722656,23.2315074256831,0.61203388502973,0.302927821748309,298.45501708984,0.0,8780.0,3040.0,0.0,0.0,,0.654531685114764,1701.47570153035,,,
CIV,YR2011,78.9539031982422,20.8677616437152,0.514107310588791,0.284849452071393,509.130981445309,,7540.0,3160.0,,,,1.14220078158905,1744.93889692888,,,
CIV,YR2012,74.7774963378906,24.6801540811143,0.624576145133448,0.366173070936217,1759.47296142578,,6280.0,3190.0,,,,1.20469117833445,1684.78158627038,,,
CIV,YR2013,72.4468002319336,26.6581215014873,0.625292043166142,0.383021967260586,1938.119140625,,6560.0,3420.0,,,,1.09755688025636,1935.946845307,,,
CIV,YR2014,72.1634979248047,26.4923300237552,0.645771350815286,0.395625651943387,1915.98352050781,,6160.0,3010.0,,,,0.969070565779451,2156.64588308951,,,
CIV,YR2015,64.8336029052734,,,0.41160505823006,2148.47833251953,,6280.0,3090.0,,,,0.416716951902059,1972.54568305836,,24.4,
CIV,YR2016,64.2783966064453,,,0.391223069937504,2083.5084228516,,6910.0,3680.0,,,,0.24219627774596,2013.38144761651,269.1,,
CIV,YR2017,62.6884994506836,,,0.424757467782576,,,6540.0,3080.0,,,,0.32784629946481,2111.02655726645,,,
CIV,YR2018,63.532600402832,,,0.39530538358065,,,6560.0,3030.0,,,,0.463177295687516,2314.05095836881,,9.9,
CIV,YR2019,,,,,,,,,,,,0.29736010302732,2276.3323939018,,,
CMR,YR1970,,,,0.0978653489073361,49608.4169786072,,8286.23,6975.899,,,,,176.573709220576,,,
CMR,YR1971,,9.00709969816543,0.300686965829804,0.121143245119071,48472.6429789734,,8197.01,6837.639,,,,0.0,184.903475790353,,,
CMR,YR1972,,9.2191296059077,0.312802981437163,0.125487646293888,47858.3466867065,,7986.47,6661.125,,,,0.0,218.176053625042,,,
CMR,YR1973,,9.37255056556076,0.319073296489933,0.127383310597834,51454.0492002869,,8591.02,7217.637,,,,0.0,269.592295990753,,,
CMR,YR1974,,9.47207303807143,0.337171274927349,0.134591386235174,41505.2995762634,,6852.3,5557.711,,,,0.0,297.686036001171,,,
CMR,YR1975,,11.3908234201986,0.382933101947247,0.156009945971424,43962.8170915222,,7544.52,6092.709,,,,0.0,383.440546899434,,,
CMR,YR1976,,10.4711911019238,0.354727817135497,0.142576886012444,44929.6873890686,,7988.62,6405.561,,,,0.0,378.123621592424,,,
CMR,YR1977,,14.0681411843503,0.474973199871626,0.19851599434097,51887.9291833496,,9451.52,7765.779,,,,0.0,430.381399346939,,,
CMR,YR1978,,14.356133119199,0.587953798432403,0.246541316359238,44668.7155947876,,8285.96,6613.137,,,,0.0,574.166389497957,,,
CMR,YR1979,,15.0394230461742,0.517839207854442,0.218734071598315,48354.1502200317,,9063.01,7248.854,,,,0.0,707.54428955229,,,
CMR,YR1980,,15.5722860749202,1.0683615367907,0.452983381254735,58811.2816146851,,11453.0,9282.237,,,,0.0,774.185243395911,,,
CMR,YR1981,,16.5278082891819,1.392315243567,0.601091136063607,50160.4198486328,,9871.54,7736.794,,,,0.0,743.76016035988,,,
CMR,YR1982,,17.7706184668035,1.58055146681443,0.692051861426649,57292.9348983765,,11008.5,8680.155,,,,0.0,721.21630693668,,,
CMR,YR1983,,18.6092333604018,1.58551511323649,0.696833055288132,56198.8482980347,,12899.4,8012.849,,,,0.0,726.505955159392,,,
CMR,YR1984,,19.1767858378753,1.41167396092119,0.620821658543804,56615.1969546509,,13011.8,7964.024,,,,0.0,749.339066162896,,,
CMR,YR1985,,20.0140744659039,1.45274375812916,0.643039097367182,51421.2373573303,,12354.8,7495.521,,,,0.0,848.473279523312,,,
CMR,YR1986,,19.2724769595746,0.440968498081696,0.19189569005994,52987.3096591187,,14152.2,7722.844,,,,0.0,1140.59718218245,,,
CMR,YR1987,,18.8224234613442,0.400262617271241,0.171884356603049,54604.7029196167,,14006.8,8102.098,,,,0.0,1216.06446737421,,,
CMR,YR1988,,19.1695094917407,0.462746021797563,0.198656069388952,48655.1903907776,,10951.7,7629.379,,,,0.0,1104.79375307297,,,
CMR,YR1989,,19.9227754901024,1.54860659373827,0.668197353587366,53969.6219786072,,13449.5,8409.525,,,,0.0,963.832678121054,,,
CMR,YR1990,81.5931350753616,18.7105212965658,0.582229940672777,0.246178168818122,-1160.70363616943,0.0,9030.0,5420.0,932.3,0.0,,0.0,1045.36436194844,,,
CMR,YR1991,83.1895540491278,17.3885482540665,0.526925704668681,0.218324206008414,-1216.54257965088,,9040.0,5380.0,,,,0.0,975.471948892412,,,
CMR,YR1992,84.4345120320773,16.1105436285875,0.497653651548421,0.20240811251715,-1178.59926223755,,9110.0,5400.0,,,,0.0,965.780738944037,,,
CMR,YR1993,83.9366435585062,16.6542013076269,1.26618136051758,0.517720218241615,2560.06338119507,,9160.0,5410.0,,,,0.0,1257.90570919067,,,
CMR,YR1994,83.6094178182129,16.9045387897296,1.33947765883559,0.550979678146241,-1704.48106193542,,9220.0,61190.0,,,,0.0,672.848687984032,,,
CMR,YR1995,84.4774033090506,16.0741944519037,1.28397221635817,0.522794732699686,-1763.95292472839,,9460.0,61190.0,,,,0.0,798.881310215978,,,
CMR,YR1996,84.937845664018,15.6895389797197,1.11732158630058,0.453803257820662,-1953.20213127136,,9790.0,61330.0,,,,0.0,794.051161595263,,36.7,
CMR,YR1997,84.5769478211407,16.1544497185581,1.12922884636507,0.45941132329702,-1664.73614883423,,10240.0,61510.0,,,,0.0,752.169823734245,,,
CMR,YR1998,84.3765683847177,16.3602692570847,1.12590180404112,0.45912148055539,-1733.6697769165,,11010.0,62060.0,,,,0.0,767.340360312315,,,
CMR,YR1999,86.1299165456244,14.6517908996824,1.07757089077761,0.431428136975522,-1699.64987564087,,11480.0,62020.0,,,,0.0,765.310331531903,,,
CMR,YR2000,84.4849014282227,16.3072863854111,1.06186420880498,0.431869549097251,-1645.87763214111,0.0,12530.0,62730.0,514.7,0.0,,0.0,681.102042961201,,,
CMR,YR2001,85.1977996826172,15.5226580849902,0.9915188329839,0.39739065636004,-1658.58878326416,,12170.0,62330.0,,,,0.0,687.648134393621,,21.2,
CMR,YR2002,85.1666030883789,15.8114335343114,0.951743833403822,0.380251265390013,-1428.16053009033,,12170.0,62270.0,,,,0.0,759.111851391454,,,
CMR,YR2003,85.2116012573242,16.6458975613321,0.896931274626094,0.363076457533238,-1456.28895568848,,12960.0,62950.0,,,,0.0,950.564863700067,,,
CMR,YR2004,85.4423980712891,16.6884124866923,0.93257483913084,0.378925661158648,-1292.29014587402,,12320.0,62210.0,,,,0.0,1090.78533201113,,,
CMR,YR2005,86.2231979370117,15.3339911600227,0.936984862095248,0.372742791458923,-1263.1566619873,0.0,13190.0,62990.0,417.5,0.0,,0.00486082761397133,1100.17492617744,,,
CMR,YR2006,85.4272003173828,17.0421942126996,1.03375992167818,0.381371992051878,-1053.37384033203,,12840.0,62490.0,,,,0.00625355540526032,1147.4365999036,,,
CMR,YR2007,80.7164001464844,28.8851582626099,1.28081447181546,0.433522547416929,-758.519653320313,,12940.0,62410.0,,,,0.00622411022782551,1277.51680707357,,24.5,
CMR,YR2008,80.7170028686523,27.6217804739683,1.28377613446093,0.426434270896604,-917.993133544893,0.0,12560.0,62280.0,422.1,0.0,,0.0065050224470663,1439.5478041268,,,
CMR,YR2009,79.0969009399414,30.892904820323,1.27133021638069,0.44416546967694,-837.225860595703,,12490.0,62160.0,,,0.0723722046654969,0.00617633063393743,1411.47457192714,,,
CMR,YR2010,78.6075973510742,31.1639633691221,1.29040592524545,0.441959377493088,6.3239135742042,0.0,12960.0,62470.0,353.0,0.0,,0.0790518355516842,1352.30227450638,,,
CMR,YR2011,78.4580993652344,29.739592137647,1.18702317078166,0.381223120660896,-627.662231445313,,13080.0,62430.0,,,,0.0909388771592374,1465.14578817708,,,
CMR,YR2012,78.4306030273438,35.272037522636,1.01960545312725,0.328597266210376,998.604125976563,,13550.0,62370.0,,,,0.169452326621163,1403.52291521783,,,
CMR,YR2013,77.4391021728516,35.7817563030499,1.01286378232746,0.333827053126968,760.653228759766,,14040.0,62570.0,,,,2.61045140709e-17,1527.75125667954,,,
CMR,YR2014,76.4284973144531,38.3178571912403,1.01933541172536,0.341682842226338,1034.27047729492,,14220.0,62490.0,,,,0.222878538460963,1604.21403479187,,20.1,
CMR,YR2015,78.0355987548828,,,0.343800786801621,819.902465820313,,14620.0,62610.0,,,,0.203467052643906,1382.5097900241,,,
CMR,YR2016,78.9021987915039,,,0.357343635306538,1385.66903686523,,14760.0,62700.0,,,,0.110919101396004,1413.2559568153,208.1,,
CMR,YR2017,80.3404006958008,,,0.338678510644967,,,14800.0,62680.0,,,,0.190409841567753,1469.44749980724,,,
CMR,YR2018,80.6303024291992,,,0.34184290843119,,,14960.0,62710.0,,,,0.633042534748892,1585.24053445546,,,
CMR,YR2019,,,,,,,,,,,,0.442075768318568,1533.09568807789,,,
COD,YR1970,,,,0.135604193946409,1325002.23900078,,119583.0,102941.39,,,,,243.749780942325,,,
COD,YR1971,,12.2748199450421,0.443624153738329,0.144083206907273,796309.57421196,,49226.3,51330.11,,,,0.0,272.06542945073,,,
COD,YR1972,,12.2541802798359,0.44101311899631,0.143059348451047,843642.672422409,,56073.3,56144.1,,,,0.0,292.297125486771,,,
COD,YR1973,,12.5841641924349,0.450439748782675,0.147251776450168,894524.223965073,,62884.2,61105.34,,,,0.0,362.843564184467,,,
COD,YR1974,,12.4722733650913,0.462650299057078,0.151241082146242,788962.261166306,,49570.4,51105.05,,,,0.0,430.702157816474,,,
COD,YR1975,,12.2479637524512,0.433412663886974,0.141373532451489,916289.311064758,,66528.2,63493.89,,,,0.0,446.975540279027,,,
COD,YR1976,,11.1668511584759,0.450000566788364,0.144902754486646,815062.999081421,,54983.4,54416.16,,,,0.0,409.524225322845,,,
COD,YR1977,,11.374915282484,0.445690113390793,0.143812063832236,929829.508361816,,68535.2,64808.29,,,,0.0,509.066770262397,,,
COD,YR1978,,11.3612440197337,0.439983353852971,0.141793561704264,978853.623259582,,73709.3,68962.29,,,,0.0,615.978907619614,,,
COD,YR1979,,12.6444305910577,0.447330597574032,0.146316506360488,1273190.06017822,,109096.0,95986.54,,,,0.0,587.151584760885,,,
COD,YR1980,,10.5160885823475,0.413649621914122,0.132857757179215,1072410.90069031,,82413.0,76365.4,,,,0.0,546.112499546726,,,
COD,YR1981,,12.2786978097521,0.425304000909835,0.139680622968752,946271.418833008,,65799.7,64093.12,,,,0.0,463.67117198242,,,
COD,YR1982,,9.73750707108732,0.345522870294192,0.11086746458249,1062835.24696045,,79415.3,74579.49,,,,0.0,492.532491220107,,,
COD,YR1983,,12.273035284351,0.425045733656097,0.141754194095746,1070056.8142627,,77938.3,74175.25,,,,0.0,387.507663587395,,,
COD,YR1984,,13.704550372385,0.39821529638609,0.136128876216734,853258.014238281,,49598.8,53197.24,,,,0.0,269.842724251425,,,
COD,YR1985,,10.6718765949888,0.365850842877478,0.121860176936539,861357.502653809,,51682.6,54284.1,,,,0.0,240.788098157669,,,
COD,YR1986,,9.45156538910605,0.332679920183778,0.110067805316779,797433.032011719,,48495.5,50319.51,,,,0.0,263.831300334625,,,
COD,YR1987,,10.1922950954367,0.364815731951167,0.122238365537535,1075471.38577942,,83973.6,76718.49,,,,0.0,243.004785689466,,,
COD,YR1988,,10.523511900089,0.366877145424597,0.123876795629018,782528.834873657,,45660.2,48343.88,,,,0.0,273.127819391893,,,
COD,YR1989,,8.98642503566632,0.391051299765382,0.131274363870515,865305.747890396,,57709.6,56790.14,,,,0.0,269.592875852379,,,
COD,YR1990,92.0477316438248,11.1623527959915,0.269529510811566,0.0918755890113675,-109.340780258179,0.0,24920.0,14080.0,0.0,0.0,,0.0,270.13054337708,,,
COD,YR1991,95.1388122260288,8.77966850679062,0.14730021561704,0.0484568444457317,-1015.9644947052,,25310.0,14010.0,,,,0.0,268.292496875798,,,
COD,YR1992,95.8752339865859,7.86601016542721,0.123039944585469,0.0396422373789495,-999.091758728027,,25900.0,14070.0,,,,0.0,220.368007258444,,,
COD,YR1993,96.1132731930249,7.35135232939843,0.116550610513289,0.036840634756408,-883.563875198357,,26320.0,14050.0,,,,0.0,275.821616897652,,,
COD,YR1994,96.6091301391605,4.7100807534531,0.103949656531656,0.031798893463099,-1817.24076080322,,26780.0,14060.0,,,,0.0,145.095603541252,,,
COD,YR1995,96.8956752286621,5.49319716364039,0.096605192264199,0.0298247275324735,-1839.48770904541,,26870.0,14000.0,,,,0.0,135.823593568292,,,
COD,YR1996,96.9615832266967,5.81520792382385,0.0941834132310064,0.0292348156530874,-1864.67163848877,,24340.0,11270.0,,,,0.0,134.995164821237,,,
COD,YR1997,97.0585587669155,4.76604529907746,0.0888542423161813,0.0273802626319355,-1881.26874542236,,24170.0,11020.0,,,,0.0,138.979048219289,,,
COD,YR1998,96.8499716405578,4.12598541520805,0.0961266107441074,0.029654424725565,-1708.44370269775,,24560.0,11500.0,,,,0.0,138.589100270811,,,
COD,YR1999,96.9970255885959,3.08650448594645,0.0950145505426662,0.0287458856090148,-1502.21591949463,,23710.0,10570.0,,,,0.0,102.597973159678,,,
COD,YR2000,97.940299987793,2.03655324693759,0.0661547772989306,0.0195304912364351,-1326.47582030296,0.0,23820.0,10510.0,0.0,0.0,,0.0,405.216218582649,,,
COD,YR2001,98.342903137207,1.63973329140502,0.0549613392199942,0.0163126969732348,-1366.68904018402,,24890.0,11290.0,,,,0.0,153.591044080197,,,
COD,YR2002,98.2703018188477,1.71458508382986,0.0591669786940382,0.0176452883972003,-1385.03120326996,,27580.0,13900.0,,,,0.0,175.009951043154,,,
COD,YR2003,97.9720001220703,2.01528666053489,0.0693551847537859,0.0208067646019686,-1588.13777065277,,29040.0,15110.0,,,,0.0,173.796125167459,,,
COD,YR2004,97.8824996948242,2.11264423141953,0.0729295442632779,0.0220468237225858,-730.040678977966,,30150.0,16060.0,,,,0.0,194.040002646806,,77.4,
COD,YR2005,97.4222030639648,2.54634961210342,0.0894171931378966,0.0271967817117304,-681.203688621521,0.0,30170.0,15830.0,0.0,0.0,,0.0,218.386226715772,,,
COD,YR2006,97.3331985473633,2.67850049396916,0.0925144157697298,0.0282795202930833,-565.77238368988,,30920.0,16090.0,,,,0.00507897367021079,255.433043197206,,,
